pope_id,person_sequence,papal_name,display_name,slug,canonization_status,person_status,birth_name,birth_place,origin,religious_order,notes,source_basis
pope-154,154,Alexander II,Alexander II,alexander-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-155,155,Gregory VII,Gregory VII,gregory-vii,Saint,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-156,156,Victor III,Victor III,victor-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-157,157,Urban II,Urban II,urban-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-158,158,Paschal II,Paschal II,paschal-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-159,159,Gelasius II,Gelasius II,gelasius-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-160,160,Callixtus II,Callixtus II,callixtus-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-161,161,Honorius II,Honorius II,honorius-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-162,162,Innocent II,Innocent II,innocent-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-163,163,Celestine II,Celestine II,celestine-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-164,164,Lucius II,Lucius II,lucius-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-165,165,Eugene III,Eugene III,eugene-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-166,166,Anastasius IV,Anastasius IV,anastasius-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-167,167,Adrian IV,Adrian IV,adrian-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-168,168,Alexander III,Alexander III,alexander-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-169,169,Lucius III,Lucius III,lucius-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-170,170,Urban III,Urban III,urban-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-171,171,Gregory VIII,Gregory VIII,gregory-viii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-172,172,Clement III,Clement III,clement-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-173,173,Celestine III,Celestine III,celestine-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-174,174,Innocent III,Innocent III,innocent-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-175,175,Honorius III,Honorius III,honorius-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-176,176,Gregory IX,Gregory IX,gregory-ix,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-177,177,Celestine IV,Celestine IV,celestine-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-178,178,Innocent IV,Innocent IV,innocent-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-179,179,Alexander IV,Alexander IV,alexander-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-180,180,Urban IV,Urban IV,urban-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-181,181,Clement IV,Clement IV,clement-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-182,182,Gregory X,Gregory X,gregory-x,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-183,183,Innocent V,Innocent V,innocent-v,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-184,184,Adrian V,Adrian V,adrian-v,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-185,185,John XXI,John XXI,john-xxi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-186,186,Nicholas III,Nicholas III,nicholas-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-187,187,Martin IV,Martin IV,martin-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-188,188,Honorius IV,Honorius IV,honorius-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-189,189,Nicholas IV,Nicholas IV,nicholas-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-190,190,Celestine V,Celestine V,celestine-v,Saint,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-191,191,Boniface VIII,Boniface VIII,boniface-viii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-192,192,Benedict XI,Benedict XI,benedict-xi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-193,193,Clement V,Clement V,clement-v,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-194,194,John XXII,John XXII,john-xxii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-195,195,Benedict XII,Benedict XII,benedict-xii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-196,196,Clement VI,Clement VI,clement-vi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-197,197,Innocent VI,Innocent VI,innocent-vi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-198,198,Urban V,Urban V,urban-v,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-199,199,Gregory XI,Gregory XI,gregory-xi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-200,200,Urban VI,Urban VI,urban-vi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-201,201,Boniface IX,Boniface IX,boniface-ix,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-202,202,Innocent VII,Innocent VII,innocent-vii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-203,203,Gregory XII,Gregory XII,gregory-xii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-204,204,Martin V,Martin V,martin-v,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-205,205,Eugene IV,Eugene IV,eugene-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-206,206,Nicholas V,Nicholas V,nicholas-v,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-207,207,Callixtus III,Callixtus III,callixtus-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-208,208,Pius II,Pius II,pius-ii,,canonical-pope,,,,,Source list label: Pius II (Aeneas Silvius Piccolomini).,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-209,209,Paul II,Paul II,paul-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-210,210,Sixtus IV,Sixtus IV,sixtus-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-211,211,Innocent VIII,Innocent VIII,innocent-viii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-212,212,Alexander VI,Alexander VI,alexander-vi,,canonical-pope,,,,,Source list label: Alexander VI (Rodrigo Borgia).,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-213,213,Pius III,Pius III,pius-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-214,214,Julius II,Julius II,julius-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-215,215,Leo X,Leo X,leo-x,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-216,216,Adrian VI,Adrian VI,adrian-vi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-217,217,Clement VII,Clement VII,clement-vii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-218,218,Paul III,Paul III,paul-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-219,219,Julius III,Julius III,julius-iii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-220,220,Marcellus II,Marcellus II,marcellus-ii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-221,221,Paul IV,Paul IV,paul-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-222,222,Pius IV,Pius IV,pius-iv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-223,223,Pius V,Pius V,pius-v,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-224,224,Gregory XIII,Gregory XIII,gregory-xiii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-225,225,Sixtus V,Sixtus V,sixtus-v,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-226,226,Urban VII,Urban VII,urban-vii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-227,227,Gregory XIV,Gregory XIV,gregory-xiv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-228,228,Innocent IX,Innocent IX,innocent-ix,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-229,229,Clement VIII,Clement VIII,clement-viii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-230,230,Leo XI,Leo XI,leo-xi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-231,231,Paul V,Paul V,paul-v,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-232,232,Gregory XV,Gregory XV,gregory-xv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-233,233,Urban VIII,Urban VIII,urban-viii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-234,234,Innocent X,Innocent X,innocent-x,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-235,235,Alexander VII,Alexander VII,alexander-vii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-236,236,Clement IX,Clement IX,clement-ix,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-237,237,Clement X,Clement X,clement-x,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-238,238,Innocent XI,Innocent XI,innocent-xi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-239,239,Alexander VIII,Alexander VIII,alexander-viii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-240,240,Innocent XII,Innocent XII,innocent-xii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-241,241,Clement XI,Clement XI,clement-xi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-242,242,Innocent XIII,Innocent XIII,innocent-xiii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-243,243,Benedict XIII,Benedict XIII,benedict-xiii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-244,244,Clement XII,Clement XII,clement-xii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-245,245,Benedict XIV,Benedict XIV,benedict-xiv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-246,246,Clement XIII,Clement XIII,clement-xiii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-247,247,Clement XIV,Clement XIV,clement-xiv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-248,248,Pius VI,Pius VI,pius-vi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-249,249,Pius VII,Pius VII,pius-vii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-250,250,Leo XII,Leo XII,leo-xii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-251,251,Pius VIII,Pius VIII,pius-viii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-252,252,Gregory XVI,Gregory XVI,gregory-xvi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-253,253,Pius IX,Pius IX,pius-ix,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-254,254,Leo XIII,Leo XIII,leo-xiii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-255,255,Pius X,Pius X,pius-x,Saint,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-256,256,Benedict XV,Benedict XV,benedict-xv,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-257,257,Pius XI,Pius XI,pius-xi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-258,258,Pius XII,Pius XII,pius-xii,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-259,259,John XXIII,John XXIII,john-xxiii,Saint,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-260,260,Paul VI,Paul VI,paul-vi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-261,261,John Paul I,John Paul I,john-paul-i,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-262,262,John Paul II,John Paul II,john-paul-ii,Saint,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-263,263,Benedict XVI,Benedict XVI,benedict-xvi,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-264,264,Francis,Francis,francis,,canonical-pope,,,,,,Canonical person list derived from the supplied source list and aligned to an Annuario Pontificio-style separation of canonical popes and antipopes.
pope-265,265,Leo XIV,Leo XIV,leo-xiv,,canonical-pope,Robert Francis Prevost,"Chicago, Illinois, United States",United States / Peru,Order of Saint Augustine,Elected pope on 2025-05-08. First pope from the United States.,Added to extend the dataset beyond the original source list through the current papacy.
